lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment
bar	mag_1819_553205.txt-172-13	fic_1993_25016.txt-1330-5	It  is  difficult  to  draw  a  just  parallel  between  the  American  and  English  bars,  for  two  reasons;  first,  because  in  the  former,  the  various  departments  of  legal  business  are  united  in  the  same  individual;  and,  secondly,  because  their  period  of  preparatory  study  is  much  shorter,  and  their  means  and  system  of  education  greatly  inferior;  if  proper  allowance  be  made  for  these  disadvantages	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	73:77	[73,  76]	30:34	[30,  33]	
bar	mag_1835_554346.txt-252-23	mag_2007_390968.txt-43-4	Copley  went  to  law  with  him;  and  his  son,  (now  Lord  Lyndhurst,)  who  was  just  admitted  to  the  bar,  gained  his  father's  cause.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	93:96	[93,  96]	26:29	[-1,  2]	
bar	fic_1824_7022.txt-122-23	mag_1821_553342.txt-352-17	Du  Quesne,  with  whom  we  must  at  present  continue,  repaired  to  New-York,  where,  upon  his  being  admitted  to  the  bar,  as  in  due  time  he  was,  his  mysterious  supply  of  money  was  withheld,  and  he  was  left  without  relatives  or  connexions,  to  make  the  usual  slow  and  uncertain  progress  in  the  business  of  his  profession.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	110:113	[110,  113]	102:105	[102,  105]	
bar	mag_1843_565272.txt-372-29	mag_2007_390968.txt-43-4	At  last,  on  Monday  the  3d  of  January,  1642,  the  first  business  day  of  that  year,  the  king  sent  a  sergeant  at  arms  to  the  bar  of  the  house,  to  demand  of  the  speaker  five  of  the  most  distinguished  members	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	121:124	[121,  124]	26:29	[-1,  2]	
bar	fic_1993_1040083.txt-3160-7	fic_2005_32805.txt-98-8	At  seven  Fred  went  to  the  Quiet  Bar  and  looked  around.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	32:35	[-1,  2]	33:36	[33,  36]	
bar	news_1979_734356.txt-17-9	fic_2000_52518.txt-317-5	By  voting  Sept.  5  to  help  boat  people  and  bar  even  indirect  aid  to  Vietnam,  Cambodia  and  Laos,  we  are  only  perpetuating  the  tragedy.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	42:45	[42,  45]	21:24	[21,  24]	
bar	fic_1845_7170.txt-5850-9	mag_1854_555974.txt-331-28	 "  You  are  taking  the  pegs  out  of  the  bars,  but  I  will  not  run  wild  --  I  am  impatient  to  know  about  Christ;  what  will  you  say  of  him?	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	37:41	[37,  40]	128:132	[128,  131]	
bar	fic_2009_36731.txt-175-10	fic_2005_32805.txt-98-8	Wilner  looked  to  where  his  wife  was  standing  at  the  bar.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	52:55	[52,  55]	33:36	[33,  36]	
bar	fic_1859_9192.txt-10215-27	mag_2007_390968.txt-43-4	We  left  him  in  a  boat  on  the  river,  having  those  evil  plotters  in  custody  --  but  he  was  directed  to  release  them  on  the  island  bar.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	127:130	[127,  130]	26:29	[-1,  2]	
bar	fic_1856_2470.txt-4333-27	mag_2007_390968.txt-43-4	After  alluding  to  the  gratitude  his  hearers  ought  to  feel  at  not  being  thus  hurried,  like  poor  Sill,  without  time  for  preparation,  before  the  bar  of  Judgment,  who,  however,  he  hoped	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	142:145	[142,  145]	26:29	[-1,  2]	
bar	nf_1969_774314.txt-1305-14	mag_1854_555974.txt-331-28	They  may  be  made  of  %  -  inch  or  1/2  -  inch  rod  or  bar  from  12-  to  18-inches  long,  depending  on  use  and  need.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	50:53	[50,  53]	128:132	[128,  131]	
bar	fic_1963_23799.txt-145-1	mag_1854_555974.txt-331-28	The  bar  was  very  dark  and  cool,  and  my  parents  would  have  Tom  Collinses  while  I  drank  ginger  ale.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	4:7	[4,  7]	128:132	[128,  131]	
bar	fic_1849_7333.txt-947-13	fic_1999_45403.txt-19-31	For  a  long  time,  Mr.  Wirt's  chief  opponent  at  the  Baltimore  bar,  was  Mr.  Taney,  the  present  Chief  Justice  of  the  United  States.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	60:63	[60,  63]	137:140	[137,  140]	
bar	fic_1993_25010.txt-3964-10	mag_1854_555974.txt-331-28	Tea  and  cakes  waiting  --  as  well  as  a  self-service  bar.   "	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	51:54	[51,  54]	128:132	[128,  131]	
bar	fic_1845_7262.txt-1101-7	mag_1821_553342.txt-352-17	They  passed  an  island  --  a  narrow  bar  of  sand  with  a  few  stray  blades  of  grass  scattered  along  its  centre,  as  if  to  set  off  the  baldness  of  the  remaining  portions,  while  a  stunted  poplar  marked  the  spot  where  stood  a  small  hut  nearly  dismantled  by  the  tempests  and  the  droughts  of  successive  seasons.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	34:37	[34,  37]	102:105	[102,  105]	
bar	fic_1840_7256.txt-3046-1	fic_1993_25016.txt-1330-5	The  bar  had  buried  itself  two  inches  in  my  neck.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	4:7	[4,  7]	30:34	[30,  33]	
bar	news_2003_603945.txt-25-2	fic_2002_47139.txt-175-11	Raising  the  bar  Twenty  years  after  Louisiana  Tech's  record,  UConn  appears  poised  to  set  a  tough  standard.   "	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	12:15	[12,  15]	59:62	[59,  62]	
bar	mag_1995_414327.txt-11-1	fic_2005_32805.txt-98-8	THERMAL  BARS  Summer  anglers  have  to  follow  nomadic  rainbows  offshore  to  where  walls  of  cold  and  warmer  water  collide.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	8:12	[-1,  2]	33:36	[33,  36]	
bar	fic_1842_7158.txt-56-7	fic_2000_52518.txt-317-5	,  a  distinguished  member  of  the  New-York  bar,  and  subsequently  secretary  of  the  Washington  Insurance  Company  in  this  city.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	41:44	[41,  44]	21:24	[21,  24]	
bar	fic_2009_36786.txt-91-3	fic_2000_52518.txt-317-5	stool  at  the  bar,  bells  on  the  pinball  machines  fell  silent  for  the  first  time  in  hours.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	13:16	[13,  16]	21:24	[21,  24]	
bar	mag_1827_553832.txt-90-17	fic_1993_25016.txt-1330-5	What  shall  we  say  of  this  when  done,  not  merely  in  the  course  of  argument  at  bar,  in  which,  as  already  observed,  counsel  are  not  understood  to  speak  in  their  individual  capacity;  but  in  an  address  to  the  public,  through  the  columns  of  a  newspaper,  with  the  sanction  of  a  name;  against  a  foreigner,  partially  acquainted  with  our  language,  and  friendless,  except  so  far  as  his  cause  has  gained  him  friends;  when  done,  in  fine,  by  an  individual,  himself  a  foreigner,  himself  an  exile  from  a  xvronged,  oppressed,  insulted,  country;  himself  obnoxious  to  the  stale  national  sneers  and  the  proverbial  sarcasms,  of  all  who  can  find  it  in  their  hearts  to  indulge  in  this  species  of  warfare?	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	77:80	[77,  80]	30:34	[30,  33]	
bar	nf_1969_774314.txt-1846-17	fic_1999_45403.txt-19-31	Usually  the  bell  is  mounted  on  a  movable  bar  with  an  elbow  that  pivots  in  an  overhead  bar.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	86:89	[41,  44]	137:140	[137,  140]	
bar	fic_1985_10734.txt-12072-29	fic_2000_52518.txt-317-5	While  the  arrivals  from  New  York  went  upstairs  to  clean  up  and  change  into  fresh  clothes,  Portel  and  Cox  went  for  a  quick   "  noggin   "  in  the  bar  with  Warren  and  Selby;  then,  their  charges  safely  delivered,  the  two  British  officers  departed.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	140:143	[140,  143]	21:24	[21,  24]	
bar	mag_1860_556997.txt-31-47	fic_1847_8919.txt-1065-12	Having  determined  to  apply  himself  to  the  mysteries  of  Coke  and  Blackstone,  he  commenced  his  legal  studies  in  the  office  of  William  Lewis,  of  whom  a  graphic  portrait  was  presented  by  Mr.  Horace  Binney,  in  his  reminiscences  of   "  The  Leaders  of  the  Old  Bar  of  Philadelphia,   "  a  work  reviewed  in  our  pages  for  January  of  this  year.	Exit,  leaning  on  William,  D.  R.  H.  Landlord  retires  behind  bar.	251:254	[-1,  2]	59:62	[59,  62]	
bar	news_1997_632266.txt-80-10	mag_1821_553342.txt-352-17	Champagne,  hors  d'oeuvres,  a  five-course  dinner,  open  bar,  live  entertainment  (Michael  Lerich  &;  His  Orchestra)  and  dancing,  champagne  and  balloon  drop  are  on  tap.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	54:57	[54,  57]	102:105	[102,  105]	
bar	mag_1996_426302.txt-31-32	mag_1821_553342.txt-352-17	In  1984,  three  years  after  dropping  out  of  Indiana  Bible  College,  where  she  earned  her  high  school  equivalency  diploma,  she  married  a  truck  driver  she  had  met  in  a  bar.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	164:167	[164,  167]	102:105	[102,  105]	
bar	mag_1833_564484.txt-71-112	fic_1999_45403.txt-19-31	Such,  my  dear  sir,  are  our  sentiments  on  the  subject  of  emancipation;  and,  although  we  can  not  admit  of  one  word  of  argument  in  favor  of  a  system  which  violates  the  laws  of  God,  and  the  natural  rights  of  man-which  makes  him,  who  was  born  our  equal,  live  our  slave;  still,  our  abhorrence  of  the  system  is  qualified  by  a  consideration  of  the  peculiar  circumstances  of  the  case:  we  recognize  that  first  law  of  nature,  which  enjoins  self-preservation,  at  any  hazard;  and  we  should  as  soon  think  of  enjoining  upon  the  keeper  of  a  caravan,  to  break  the  bars  of  his  cages,  and  unchain  his  tigers,  as  to  bid  the  planters  restore  the  blacks  to  liberty  at  once.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	547:551	[547,  550]	137:140	[137,  140]	
bar	mag_1851_525821.txt-154-28	mag_1854_555974.txt-331-28	Crossing  the  Takhoma  branch,  here  thirty  yards  wide,  we  kept  up  the  main  river,  crossing  and  recrossing  the  stream  frequently,  and  toiling  over  rocky  bars  for  four  miles,  a  distance  which  consumed  five  hours,  owing  to  the  difficulties  of  the  way.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	150:154	[150,  153]	128:132	[128,  131]	
bar	fic_1843_7208.txt-479-12	fic_2005_32805.txt-98-8	Next,  the  windows  were  enlarged  in  length  and  breadth,  the  bars  removed,  and  a  noisy  pair  of  shutters  given  to  each.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	59:63	[59,  62]	33:36	[33,  36]	
bar	fic_1966_10473.txt-3245-16	fic_2005_32805.txt-98-8	He  turned  away  from  the  window,  climbed  onto  one  of  the  stools  at  the  breakfast  bar.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	80:83	[80,  83]	33:36	[33,  36]	
bar	fic_1978_10636.txt-27104-7	fic_2002_47139.txt-175-11	Hear  him  first  at  the  Oxford  Union  bar:   "  Worse  than  the  Visigoths,  worse  than  the  Tartars.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	35:38	[35,  38]	59:62	[59,  62]	
bar	mag_1996_426302.txt-31-32	fic_1993_25016.txt-1330-5	In  1984,  three  years  after  dropping  out  of  Indiana  Bible  College,  where  she  earned  her  high  school  equivalency  diploma,  she  married  a  truck  driver  she  had  met  in  a  bar.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	164:167	[164,  167]	30:34	[30,  33]	
bar	nf_1841_747644.txt-1703-81	fic_2002_47139.txt-175-11	This  shrewd  argument  not  being  thought  convincing,  the  secretary  continued  to  read,  that  '  the  execution  of  the  sentence,  instead  of  an  act  of  justice,  would  appear  to  all  the  world,  and  particularly  to  their  allies,  the  American  States,  as  an  act  of  vengeance,  and  that  if  he  were  sufficiently  master  of  the  French  language,  he  would,  in  the  name  of  his  brethren  of  America,  present  a  petition  at  their  bar  against  the  execution  of	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	404:407	[404,  407]	59:62	[59,  62]	
bar	fic_1860_7915.txt-320-87	mag_1854_555974.txt-331-28	She  threw  The  pale,  cold  corse  in  scorn  away,  And  yet  more  dark  her  features  grew,  As  death  had  robbed  her  of  her  prey;  And  still  she  stood,  with  fiend-like  eye,  Revelling  in  hatred's  demon  feast,  And  with  low  curse  and  muttered  cry  Banning  e'en  Him  who  had  released  The  vestal  from  her  deadly  power  And  raised  the  soul  to  Eden's  bower,  When  a  loud  crash  rose  high  --  and  far  The  echo  as  of  bolt  and  bar  Shooting,  went  forth!	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	400:403	[400,  403]	128:132	[128,  131]	
bar	fic_2000_30931.txt-158-27	mag_1821_553342.txt-352-17	In  places,  the  cobbles  gave  way  to  slate  stairs,  and  at  the  far  end,  down  toward  Fountain  Street,  the  neighborhood  was  crowded  with  bars.   "	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	132:136	[132,  135]	102:105	[102,  105]	
bar	fic_1852_69.txt-7946-13	mag_1821_553342.txt-352-17	The  soft,  earnest,  quiet  moonbeam  looks  in  fixedly,  marking  the  bars  of  the  grated  windows  on  the  prostrate,  sleeping  forms.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	64:68	[64,  67]	102:105	[102,  105]	
bar	fic_1831_7002.txt-2243-7	fic_2002_47139.txt-175-11	And  the  little  boy  threw  down  the  bars  which  guarded  the  entrance.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	34:38	[34,  37]	59:62	[59,  62]	
bar	mag_2004_411262.txt-218-15	fic_2002_47139.txt-175-11	This  silent  Sunday  morning,  she  folded  her  apron  and  put  it  on  the  pass-out  bar,  then  went  to  the  staff  room,  changed  from  her  chef's  whites  and  clogs  into  jeans  and  a  long-sleeved  shirt  tie-dyed  in  soft  pink  and  orange,  with  tiny  dancing  skeletons  on  it.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	76:79	[76,  79]	59:62	[59,  62]	
bar	fic_2000_29964.txt-36-7	mag_1854_555974.txt-331-28	 "  Hey,  don't  set  the  bar  so  high.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	21:24	[21,  24]	128:132	[128,  131]	
bar	mag_1835_554346.txt-252-23	mag_1854_555974.txt-331-28	Copley  went  to  law  with  him;  and  his  son,  (now  Lord  Lyndhurst,)  who  was  just  admitted  to  the  bar,  gained  his  father's  cause.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	93:96	[93,  96]	128:132	[128,  131]	
bar	mag_2004_411262.txt-218-15	fic_1999_45403.txt-19-31	This  silent  Sunday  morning,  she  folded  her  apron  and  put  it  on  the  pass-out  bar,  then  went  to  the  staff  room,  changed  from  her  chef's  whites  and  clogs  into  jeans  and  a  long-sleeved  shirt  tie-dyed  in  soft  pink  and  orange,  with  tiny  dancing  skeletons  on  it.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	76:79	[76,  79]	137:140	[137,  140]	
bar	fic_1848_7107.txt-993-43	fic_1999_45403.txt-19-31	But  I  determined,  by  following  at  a  distance,  to  learn  where  she  resided,  for  I  had  given  my  happiness  into  her  keeping,  and  I  made  up  my  mind  on  the  spot  that  if  her  poverty  should  prove  the  only  bar  to  an  honorable  union  with  her,  I  would  offer  my	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	197:200	[197,  200]	137:140	[137,  140]	
bar	nf_1859_747504.txt-1852-7	fic_2002_47139.txt-175-11	The  Rising  Sun  was  lost  on  the  bar  of  Charlestown;  and  of  the  colony,  not  more  than  thirty	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	31:34	[31,  34]	59:62	[59,  62]	
bar	fic_1989_10789.txt-3471-25	fic_1999_45403.txt-19-31	 "  C'm  on,  c'm  on,   "  said  Frank,  an  impatient  constructionman  who  placed  his  clenched  fists  like  loaded  weaponson  top  of  the  bar.   "	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	124:127	[124,  127]	137:140	[137,  140]	
bar	fic_1964_10454.txt-1540-19	fic_2000_52518.txt-317-5	From  an  emotional  standpoint,  he  would  rather  have  been  in  the  men's  room  down  at  Jack's  Bar  on  the  Bowery,  eating  a  piece  of  urine-soaked  bread  while  thrusting  his  hump  against  someone  from  the  Vice  Squad.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	89:92	[-1,  2]	21:24	[21,  24]	
bar	fic_1842_7158.txt-56-7	fic_1847_8919.txt-1065-12	,  a  distinguished  member  of  the  New-York  bar,  and  subsequently  secretary  of  the  Washington  Insurance  Company  in  this  city.	Exit,  leaning  on  William,  D.  R.  H.  Landlord  retires  behind  bar.	41:44	[41,  44]	59:62	[59,  62]	
bar	nf_1969_774314.txt-1846-17	fic_2002_47139.txt-175-11	Usually  the  bell  is  mounted  on  a  movable  bar  with  an  elbow  that  pivots  in  an  overhead  bar.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	86:89	[41,  44]	59:62	[59,  62]	
bar	mag_1977_490785.txt-157-11	mag_2007_390968.txt-43-4	I  was  tipped  off  two  days  ago  that  I  passed  the  bar.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	48:51	[48,  51]	26:29	[-1,  2]	
bar	mag_2007_391441.txt-3-8	fic_2000_52518.txt-317-5	The  place  is  San  Francisco's  hipster  dive  bar  and  guest  house,  Zeitgeist.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	42:45	[42,  45]	21:24	[21,  24]	
bar	mag_1841_554917.txt-240-4	mag_2007_390968.txt-43-4	In  fact,  the  bar  to  beautiful  structures  does  not  exist  so  much  in  the  incapacity  of  tl)  e  people,  as  in  that  of  the  artist  himself.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	13:16	[13,  16]	26:29	[-1,  2]	
bar	fic_1970_782002.txt-1125-14	mag_1821_553342.txt-352-17	Murchison  sat  alone,  signing  the  bill,  and  the  street  door  of  the  bar  was  just  then  closing,  perhaps  even  with  Bernard's  departure.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	66:69	[66,  69]	102:105	[102,  105]	
bar	fic_1853_9158.txt-1083-12	fic_1999_45403.txt-19-31	cried  the  count,  his  eyes  seeming  to  flash  fire  through  the  bars  of  his  vizor,  and  he  stamped  violently  on  the  ground  as  he  spoke  --   "  Splendor  of  God!	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	60:64	[60,  63]	137:140	[137,  140]	
bar	fic_1987_780057.txt-1105-25	fic_1999_45403.txt-19-31	had  been  a  tall,  proud  man  named  Alfroid;  I  remembered  him  with  some  affection,  since  he  could  tie  loose  knots  in  iron  bars,  and  had  drunk  me  under  the  table  one  evening  --  no,  an  evening  and  a  morning  and  part  of  an  afternoon.	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	119:123	[119,  122]	137:140	[137,  140]	
bar	fic_2000_28758.txt-3-6	fic_1993_25016.txt-1330-5	Baby,  George  Nakashima  designed  this  bar  area,   "  JD  quietly  corrects  me.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	37:40	[37,  40]	30:34	[30,  33]	
bar	fic_1994_53930.txt-65-10	mag_1821_553342.txt-352-17	subtler  effluvium  of  expensive  aftershave,  together  with  a  few  bars  of  elevator  music  --  and  a  natty  young  man  in  a  sixties  vintage  suit  with  narrow  lapels  and  a  slim  funereal  tie  peered  at  him  from  behind  black,  very  mod  horn-rimmed  glasses.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	63:67	[63,  66]	102:105	[102,  105]	
bar	mag_1999_408585.txt-67-25	mag_1821_553342.txt-352-17	If  you  enlarge  the  window,  you  may  be  able  to  see  some  of  the  folder's  contents,  but  since  the  window  lacks  scroll  bars,  you  won't  get  very  far.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	115:119	[115,  118]	102:105	[102,  105]	
bar	fic_1987_780057.txt-1105-25	fic_1993_25016.txt-1330-5	had  been  a  tall,  proud  man  named  Alfroid;  I  remembered  him  with  some  affection,  since  he  could  tie  loose  knots  in  iron  bars,  and  had  drunk  me  under  the  table  one  evening  --  no,  an  evening  and  a  morning  and  part  of  an  afternoon.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	119:123	[119,  122]	30:34	[30,  33]	
bar	fic_1976_780158.txt-4351-7	mag_2007_390968.txt-43-4	He  saw  people  up  and  down  the  bar  beginning  to  grumble  and  shoot  angry  glances  his  way,  and  he  thought  suddenly,  startlingly,  How  they  must  hate  us!	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	30:33	[30,  33]	26:29	[-1,  2]	
bar	nf_1963_774222.txt-1117-19	mag_1854_555974.txt-331-28	May  we  not  suppose  that  at  the  rehearsal  he  told  the  oboe  to  rest  for  a  certain  number  of  bars  (indeed  if  the  oboist  tried  to  play  the  whole  time  as  written  he  would  probably  burst);  and  occasionally  told  the  violins  to  be  silent  and  let  the  oboe  be  heard  alone?	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	90:94	[90,  93]	128:132	[128,  131]	
bar	fic_2000_28758.txt-3-6	fic_2005_32805.txt-98-8	Baby,  George  Nakashima  designed  this  bar  area,   "  JD  quietly  corrects  me.	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	37:40	[37,  40]	33:36	[33,  36]	
bar	fic_1982_13389.txt-1305-4	mag_2007_390968.txt-43-4	You  sit  in  the  bar  all  ready  to  tell  your  best  stories  and  you  forget  half  of  them.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	15:18	[15,  18]	26:29	[-1,  2]	
bar	mag_1848_555562.txt-529-23	fic_1993_25016.txt-1330-5	35  //  come  Lord  Chancellor,  for  as  that  splendid  office  is  not  handed  down  by  hereditary  descent,  some  member  of  the  bar  must  obtain  it;  and  this  hope,  slight  as  it  is,  is  one  of  the  springs  which  keep  up  the  activity  and  learning  of  the  profession.	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	117:120	[117,  120]	30:34	[30,  33]	
