lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment	cosine_similarity
afternoon	fic_1843_7325.txt-1640-7	fic_1997_54614.txt-159-18	Accordingly,    the    late    sunshine    of    that    afternoon    shone    full    on    the    yellow    buttons    of    James    as    he    proceeded    to    the    place    of    conflict.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	39:48	[39,    48]	62:71	[62,    71]	4.0	0.9163185358047485
afternoon	fic_1844_7135.txt-185-2	fic_1988_10770.txt-925-3	But    towards    afternoon    the    pirate,    having    repaired    damages,    overhauled    him    for    the    eighth    time,    and    getting    within    range    began    to    open    his    fire.	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	12:21	[12,    21]	31:40	[31,    40]	4.0	0.9465078115463257
afternoon	fic_1852_9832.txt-2197-8	mag_1855_556005.txt-194-2	   "He    said    he    calculated    to    plough    this    afternoon,        said    Mrs.    Barrington,    as    if    that    held    out    some    slight    hope    of    Ezra's    coming    home    before    night.       "   "   "	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	39:48	[38,    47]	12:21	[12,    21]	4.0	0.9657711386680603
afternoon	nf_1839_747920.txt-1978-13	fic_2007_34112.txt-95-13	In    the    forenoon    Mr.    Ewing    offered    his    resolution;    and,    in    the    afternoon	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	62:71	[62,    71]	61:70	[61,    70]	4.0	0.9395115375518799
afternoon	fic_1852_593.txt-3856-10	fic_1851_3300.txt-1083-18	It    is    an    absurd    thing    for    a    man    in    his    afternoon,    -    -    a    man    of    the    world,    moreover,    with    these    three    white    hairs    in    his    brown    mustache    and    that    deepening    track    of    a    crow's-foot    on    each    temple,    an    absurd    thing    ever    to    have    happened,    and    quite    the    absurdest    for    an    old    bachelor,    like    me,    to    talk    about.	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	39:48	[39,    48]	85:94	[85,    94]	4.0	0.7934868335723877
afternoon	fic_1986_782031.txt-439-25	nf_1834_755185.txt-2925-9	These    random    thoughts    of    her    friend    led    now,    possibly    through    a    natural    association    of    Olga's    mean    street    with    the    one    on    which    that    afternoon's    miracle    had    taken    place,    back    to    her    own    emotion.	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	133:142	[133,    142]	44:53	[44,    53]	4.0	0.9294316172599792
afternoon	fic_1849_7218.txt-2032-3	fic_1997_54614.txt-159-18	o'clock    in    the    afternoon,    unless    something    particular    was    in    hand.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	15:24	[15,    24]	62:71	[62,    71]	4.0	0.8411381244659424
afternoon	fic_1850_7171.txt-326-12	fic_1854_5388.txt-1142-35	   "I    heard    the    crackling    of    it    in    their    stove,    this    afternoon,        said    Melicent,       "   "    and    saw    the    joyous    glow    of    it    in    the    faces    of    the    family.       "   "   "	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	51:60	[50,    59]	146:155	[151,    160]	4.0	0.955235481262207
afternoon	mag_1968_490662.txt-89-5	fic_1988_10770.txt-925-3	Arlo    Guthrie    ON    a    late    afternoon    recently,    The    Bitter    End,    a    small,    cellarlike    night    club    on	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	23:32	[23,    32]	31:40	[31,    40]	4.0	0.976481556892395
afternoon	fic_1832_7176.txt-2021-12	fic_1992_40272.txt-627-18	Ned    and    myself    had    put    him,    in    the    course    of    the    afternoon,    to    some	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	49:58	[49,    58]	104:113	[104,    113]	4.0	0.9435277581214905
afternoon	fic_1998_43330.txt-420-33	fic_1850_2310.txt-1321-9	She    would    pull    Jillie    out    of    school    and    out    of    his    life    and    maybe    Jillie    was    a    figment    of    medicine    dreams    and    he    wasn't    an    alien    But    no,    because    the    very    afternoon    Jillie    didn't    show    up    for    lunch    and    he    got    sent    to    the    principal's    office    for    pounding    his    fist    on    his    desktop    in    fifth    period,    he    asked    the    secretary    if    Jillie    was    in    school.	She    remained    in    company    with    the    cows    all    the    afternoon.	154:163	[154,    163]	46:55	[46,    55]	4.0	0.938233494758606
afternoon	fic_1987_780058.txt-2587-3	mag_1980_491790.txt-342-2	Late    in    the    afternoon    they    stumbled,    exhausted    and    worn,    into    the    warm,    gentle    foothills    where    the    jungle    began.	In    the    afternoon,    I    drove    down    to    the    square.	12:21	[12,    21]	7:16	[7,    16]	4.0	0.981202244758606
afternoon	fic_1993_25029.txt-3169-3	fic_1851_3300.txt-1083-18	Then    came    an    afternoon    road    winding    high    into    the    Western    Ghats,    the    same    road    Michael    would    travel    one    day    years    later.	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	13:22	[13,    22]	85:94	[85,    94]	4.0	0.9739983081817627
afternoon	mag_1845_587596.txt-153-9	fic_1834_7252.txt-206-4	If    you    walk    or    drive    among    them    in    the    afternoon,    they    are    panting    like    gourminds    after    a    turtle    dinner.	About    two    of    the    afternoon    they    reached    the    river,    almost    exhausted.	39:48	[39,    48]	17:26	[17,    26]	4.0	0.961658775806427
afternoon	fic_1969_10520.txt-3371-43	fic_1852_9832.txt-757-5	In    those    days    the    Flatbush    Theater    was    the    last    place    in    Brooklyn    where    they    still    had    vaudeville    shows    --    my    folks    would    go    with    Louie's    parents    sometimes    on    a    Saturday    night    --    and    we    used    to    have    a    good    time    on    Saturday    afternoons,    wise-cracking    and    throwing    popcorn    at    the    people    on    stage.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	223:233	[223,    232]	24:33	[25,    34]	4.0	0.9492455720901489
afternoon	fic_1855_9098.txt-10134-2	fic_1846_7036.txt-2381-16	   "In    the    afternoon,    as    Walter    was    sitting    in    his    room    pondering    over    the    events    of    the    morning,    he    was    startled    by    the    abrupt    entrance    of    Mr.    Bell,    who    held    in    his    hand    a    large    envelope,    bearing    the    broad    seal    of    the    government.       "   "   "	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	7:16	[8,    17]	84:93	[84,    93]	4.0	0.9332983493804932
afternoon	fic_1980_780048.txt-1170-3	nf_2006_776561.txt-30-8	In    the    late    afternoon    we    knocked    off    work,    having    unearthed    the    boulder    to    its    southern    polar    slope.	Sitting    in    on    a    class    in    the    late    afternoon,    listening    to    him    draw    on    his    experiences    from    his    Stanley    days,    I    imagined    that    beyond    the    nineteen    young    peo-    ple    seated    in    the    room,    he    was    speaking    to    all    those    he    knew    back    home,    explaining    that    he    had    done    as    well    as    any    executive    could,    in    a    very    changed    world,    to    preserve    Stanley    as    it    was.	12:21	[12,    21]	34:43	[34,    43]	4.0	0.9806859493255615
afternoon	fic_2001_29742.txt-130-10	fic_1852_9832.txt-757-5	Peter    had    watched    Huey    whittling    for    much    of    the    previous    afternoon,    but    he    hadn't    been    able    to    tell    what    Huey    was    working    on.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	58:67	[58,    67]	24:33	[25,    34]	4.0	0.9778448939323425
afternoon	fic_1962_14199.txt-2624-7	fic_2008_36241.txt-90-1	LORD    PENGO    As    it's    my    last    afternoon    here    I    have    a    few    things    to    clean    up.	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	27:36	[27,    36]	5:14	[5,    14]	4.0	0.9775313138961792
afternoon	mag_1855_556005.txt-194-2	fic_1988_10770.txt-925-3	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	12:21	[12,    21]	31:40	[31,    40]	4.0	0.9461523294448853
afternoon	nf_1849_762578.txt-1803-0	mag_1980_491790.txt-342-2	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	In    the    afternoon,    I    drove    down    to    the    square.	0:9	[0,    9]	7:16	[7,    16]	3.0	0.9618944525718689
afternoon	fic_1825_7041.txt-1647-2	fic_1850_2310.txt-1321-9	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	She    remained    in    company    with    the    cows    all    the    afternoon.	7:16	[7,    16]	46:55	[46,    55]	3.0	0.9635900855064392
afternoon	fic_1850_2310.txt-1321-9	fic_1971_14051.txt-667-2	She    remained    in    company    with    the    cows    all    the    afternoon.	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	46:55	[46,    55]	9:19	[9,    18]	4.0	0.9647256731987
afternoon	fic_1850_2310.txt-1321-9	fic_1988_10770.txt-925-3	She    remained    in    company    with    the    cows    all    the    afternoon.	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	46:55	[46,    55]	31:40	[31,    40]	4.0	0.9773924350738525
afternoon	fic_1987_780057.txt-318-5	fic_2008_36241.txt-90-1	I'd    landed    in    early    afternoon,    local    time.	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	20:29	[20,    29]	5:14	[5,    14]	3.0	0.9649538993835449
afternoon	fic_2007_34112.txt-95-13	fic_1854_5388.txt-1142-35	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	61:70	[61,    70]	146:155	[151,    160]	3.0	0.9484889507293701
afternoon	fic_1854_5388.txt-1142-35	nf_1834_755185.txt-2925-9	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	146:155	[151,    160]	44:53	[44,    53]	3.0	0.9241758584976196
afternoon	fic_1988_10770.txt-925-3	fic_1825_7041.txt-1647-2	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	31:40	[31,    40]	7:16	[7,    16]	4.0	0.955817461013794
afternoon	nf_1849_762578.txt-1803-0	fic_1852_9832.txt-757-5	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	0:9	[0,    9]	24:33	[25,    34]	4.0	0.9732922911643982
afternoon	nf_1849_762578.txt-1803-0	fic_1992_40272.txt-627-18	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	0:9	[0,    9]	104:113	[104,    113]	3.0	0.9648220539093018
afternoon	fic_1851_3300.txt-1083-18	fic_1854_5388.txt-1142-35	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	85:94	[85,    94]	146:155	[151,    160]	4.0	0.9482128620147705
afternoon	fic_1851_3300.txt-1083-18	fic_1992_40272.txt-627-18	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	85:94	[85,    94]	104:113	[104,    113]	3.0	0.982414960861206
afternoon	fic_1971_14051.txt-667-2	nf_1849_762578.txt-1803-0	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	9:19	[9,    18]	0:9	[0,    9]	4.0	0.9696418046951294
afternoon	fic_1846_7036.txt-2381-16	fic_1997_54614.txt-159-18	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	84:93	[84,    93]	62:71	[62,    71]	3.0	0.8864427804946899
afternoon	fic_1987_780057.txt-318-5	fic_1850_2310.txt-1321-9	I'd    landed    in    early    afternoon,    local    time.	She    remained    in    company    with    the    cows    all    the    afternoon.	20:29	[20,    29]	46:55	[46,    55]	4.0	0.9866024255752563
afternoon	nf_1834_755185.txt-2925-9	fic_1851_3300.txt-1083-18	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	44:53	[44,    53]	85:94	[85,    94]	4.0	0.9767988920211792
afternoon	fic_1850_2310.txt-1321-9	nf_1834_755185.txt-2925-9	She    remained    in    company    with    the    cows    all    the    afternoon.	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	46:55	[46,    55]	44:53	[44,    53]	3.0	0.967766284942627
afternoon	fic_2008_36241.txt-90-1	fic_1850_2310.txt-1321-9	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	She    remained    in    company    with    the    cows    all    the    afternoon.	5:14	[5,    14]	46:55	[46,    55]	3.0	0.9792982935905457
afternoon	nf_2006_776561.txt-30-8	fic_1852_9832.txt-757-5	Sitting    in    on    a    class    in    the    late    afternoon,    listening    to    him    draw    on    his    experiences    from    his    Stanley    days,    I    imagined    that    beyond    the    nineteen    young    peo-    ple    seated    in    the    room,    he    was    speaking    to    all    those    he    knew    back    home,    explaining    that    he    had    done    as    well    as    any    executive    could,    in    a    very    changed    world,    to    preserve    Stanley    as    it    was.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	34:43	[34,    43]	24:33	[25,    34]	3.0	0.9434027075767517
afternoon	fic_1971_14051.txt-667-2	fic_1851_3300.txt-1083-18	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	9:19	[9,    18]	85:94	[85,    94]	3.0	0.9575890302658081
afternoon	fic_1988_10770.txt-925-3	fic_1854_5388.txt-1142-35	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	31:40	[31,    40]	146:155	[151,    160]	4.0	0.9522401094436646
afternoon	fic_1854_5388.txt-1142-35	fic_1852_9832.txt-757-5	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	146:155	[151,    160]	24:33	[25,    34]	4.0	0.9503492116928101
afternoon	nf_1834_755185.txt-2925-9	mag_1855_556005.txt-194-2	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	44:53	[44,    53]	12:21	[12,    21]	4.0	0.9443873763084412
afternoon	fic_2007_34112.txt-95-13	fic_1854_5388.txt-1142-35	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	61:70	[61,    70]	146:155	[151,    160]	3.0	0.9484889507293701
afternoon	fic_1854_5388.txt-1142-35	nf_1834_755185.txt-2925-9	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	146:155	[151,    160]	44:53	[44,    53]	4.0	0.9241758584976196
afternoon	fic_1971_14051.txt-667-2	nf_1834_755185.txt-2925-9	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	9:19	[9,    18]	44:53	[44,    53]	4.0	0.929227352142334
afternoon	fic_1992_40272.txt-627-18	fic_1987_780057.txt-318-5	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	I'd    landed    in    early    afternoon,    local    time.	104:113	[104,    113]	20:29	[20,    29]	4.0	0.9709378480911255
afternoon	nf_1834_755185.txt-2925-9	nf_1849_762578.txt-1803-0	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	44:53	[44,    53]	0:9	[0,    9]	4.0	0.9739483594894409
afternoon	nf_2006_776561.txt-30-8	fic_2007_34112.txt-95-13	Sitting    in    on    a    class    in    the    late    afternoon,    listening    to    him    draw    on    his    experiences    from    his    Stanley    days,    I    imagined    that    beyond    the    nineteen    young    peo-    ple    seated    in    the    room,    he    was    speaking    to    all    those    he    knew    back    home,    explaining    that    he    had    done    as    well    as    any    executive    could,    in    a    very    changed    world,    to    preserve    Stanley    as    it    was.	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	34:43	[34,    43]	61:70	[61,    70]	4.0	0.8986280560493469
afternoon	fic_1992_40272.txt-627-18	fic_1987_780057.txt-318-5	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	I'd    landed    in    early    afternoon,    local    time.	104:113	[104,    113]	20:29	[20,    29]	4.0	0.9709378480911255
afternoon	fic_1850_2310.txt-1321-9	fic_2007_34112.txt-95-13	She    remained    in    company    with    the    cows    all    the    afternoon.	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	46:55	[46,    55]	61:70	[61,    70]	4.0	0.9233540892601013
afternoon	fic_1987_780057.txt-318-5	nf_1849_762578.txt-1803-0	I'd    landed    in    early    afternoon,    local    time.	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	20:29	[20,    29]	0:9	[0,    9]	4.0	0.9753915071487427
afternoon	nf_1834_755185.txt-2925-9	fic_1987_780057.txt-318-5	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	I'd    landed    in    early    afternoon,    local    time.	44:53	[44,    53]	20:29	[20,    29]	4.0	0.972357988357544
afternoon	fic_2007_34112.txt-95-13	mag_1980_491790.txt-342-2	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	In    the    afternoon,    I    drove    down    to    the    square.	61:70	[61,    70]	7:16	[7,    16]	4.0	0.9093395471572876
afternoon	fic_1852_9832.txt-757-5	mag_1855_556005.txt-194-2	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	24:33	[25,    34]	12:21	[12,    21]	4.0	0.9423112273216248
afternoon	nf_2006_776561.txt-30-8	fic_1852_9832.txt-757-5	Sitting    in    on    a    class    in    the    late    afternoon,    listening    to    him    draw    on    his    experiences    from    his    Stanley    days,    I    imagined    that    beyond    the    nineteen    young    peo-    ple    seated    in    the    room,    he    was    speaking    to    all    those    he    knew    back    home,    explaining    that    he    had    done    as    well    as    any    executive    could,    in    a    very    changed    world,    to    preserve    Stanley    as    it    was.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	34:43	[34,    43]	24:33	[25,    34]	4.0	0.9434027075767517
afternoon	mag_1980_491790.txt-342-2	fic_1850_2310.txt-1321-9	In    the    afternoon,    I    drove    down    to    the    square.	She    remained    in    company    with    the    cows    all    the    afternoon.	7:16	[7,    16]	46:55	[46,    55]	4.0	0.9758861064910889
afternoon	mag_1855_556005.txt-194-2	fic_1988_10770.txt-925-3	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	12:21	[12,    21]	31:40	[31,    40]	4.0	0.9461523294448853
afternoon	nf_1834_755185.txt-2925-9	mag_1855_556005.txt-194-2	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	44:53	[44,    53]	12:21	[12,    21]	4.0	0.9443873763084412
